pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2023-10-01,93.8,2.23,4.7,"Harrison, Kyle",502110,690986,,foul,,,,,12.0,Foul,R,R,L,SF,LAD,S,,,0,2,2023,1.12,0.96,0.132262034500491,3.844721104157887,,,,0,4,Top,,,,,,,-7.908795043674062,-136.44457259221005,1.372055740839071,15.653513061008908,28.65290527146716,-20.64626217185927,3.62,1.73,295.0,88.6,40.0,94.2,2183.0,6.5,716363,666165,664774,642731,669477,543063,624424,666149,573262,54.04,,,,,,,,23,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,122.0,0.0,0.0,64.0,7.1,,0.0,88.6,0,0,0.511,0.489,21,35,22,36,2,1,10.0,1,,6.0,1.62,1.12,-1.12,21.2,4.281435183735148,15.642441511773534,26.77883619745467,42.23941048014561,16.877195780273887
FF,2023-10-01,91.1,-1.46,6.04,"Ober, Bailey",641857,641927,,foul,,,,,2.0,Foul,R,L,R,COL,MIN,S,,,0,0,2023,-0.73,1.13,0.0484882420495805,2.9122270146065823,,,,0,5,Bot,,,,,,,5.422816734452666,-132.71331367817473,-4.532046300276856,-9.678805776985971,23.278969294928057,-18.053302025988778,3.46,1.6,194.0,74.0,65.0,93.1,2327.0,7.0,716359,680777,666135,666397,456781,571657,656669,650489,670242,53.51,,,,,,,,35,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shade,Strategic,213.0,-0.005,-0.042,71.8,7.5,,0.042,88.0,-1,-1,0.415,0.415,27,28,28,29,2,1,5.0,2,6.0,,1.57,0.73,-0.73,32.7,8.86496898087696,0.8367958423486297,33.824913119301364,40.54067524831038,23.47104104815762
FF,2023-10-01,95.9,-1.56,5.98,"Kirby, George",694497,669923,strikeout,swinging_strike,,,,,1.0,Evan Carter strikes out swinging.,R,L,R,SEA,TEX,S,2.0,,3,2,2023,-0.75,1.55,-0.4311640959777686,3.0590937895609853,,,,0,6,Top,,,,,,,4.69234384769261,-139.52494672480904,-5.625801181174356,-10.842593557093554,31.58352637184825,-10.91539095585486,3.61,1.67,,,,96.2,2158.0,6.5,716360,663728,664034,668942,553993,664238,686527,677594,672284,54.03,,0.0,0.0,1.0,0.0,0.0,,39,6,4-Seam Fastball,1,0,0,1,0,1,0,1,Infield shade,Standard,219.0,0.045,-0.353,71.8,6.6,,0.353,,1,-1,0.651,0.349,25,20,25,21,2,1,5.0,1,,2.0,0.93,0.75,-0.75,38.0,-3.58484753550208,11.954402011477011,31.417538419847695,35.95937824478997,23.94819581242457
FF,2023-10-01,93.6,-2.4,5.71,"King, Michael",668472,650633,,ball,,,,,14.0,Ball,R,L,R,KC,NYY,B,,,0,2,2023,-1.23,0.69,1.777471104582167,1.7933423792821888,,,,2,4,Bot,,,,,,,13.476097021012167,-135.74702515330543,-5.966650202477967,-17.79655862794463,24.650729918590844,-22.47875872704666,3.26273333933229,1.48312702392742,,,,94.2,1706.0,6.5,716352,669224,518934,672724,643396,683011,677592,664314,665828,54.04,,,,,,,,32,3,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,192.0,0.001,0.022,,,,-0.022,,4,4,0.898,0.898,28,24,28,25,2,1,5.0,1,,,1.89,1.23,-1.23,34.8,,,,,
CH,2023-10-01,89.8,-2.01,5.96,"Rutledge, Jackson",671739,671131,field_out,hit_into_play,,,,,7.0,"Michael Harris II grounds out, second baseman Ildemaro Vargas to first baseman Joey Meneses.",R,L,R,ATL,WSH,X,4.0,ground_ball,0,2,2023,-1.33,0.43,-0.5768279561051588,1.9544235037776647,,,,1,3,Bot,146.69,147.52,,,,,6.353748863045526,-130.61423634864963,-4.844703923945269,-16.597250432265866,26.981511955688752,-26.413959799255423,3.45,1.59,6.0,95.9,-19.0,89.6,2016.0,6.1,716354,686452,608841,545121,666198,682928,669743,696285,657041,54.37,0.153,0.143,0.0,1.0,0.0,0.0,2.0,33,5,Changeup,5,5,5,5,5,5,5,5,Strategic,Standard,251.0,-0.011,-0.17,75.0,8.5,0.157,0.17,95.9,0,0,0.523,0.523,24,22,24,22,2,1,7.0,1,,6.0,2.39,1.33,-1.33,23.5,9.395279902431408,2.258451416037815,27.456204751235056,45.91320440176425,32.08228063220123
FF,2023-10-01,93.8,1.25,4.96,"Sears, JP",500871,676664,strikeout,swinging_strike,,,,,11.0,Eduardo Escobar strikes out swinging.,R,R,L,LAA,ATH,S,2.0,,2,2,2023,0.76,1.31,-0.0131776910687668,3.67965563368825,681351.0,666176.0,,0,4,Bot,,,,,,,-4.963739548146955,-136.47692887311504,-0.4229684489923508,10.624457856652928,33.08811076562021,-16.02418731232847,3.08,1.48,,,,93.6,2103.0,6.4,716365,691016,676116,680869,672478,669397,668709,671732,665923,54.06,,0.0,0.0,1.0,0.0,0.0,,30,5,4-Seam Fastball,3,0,3,0,0,3,3,0,Strategic,Standard,135.0,-0.018,-0.259,65.5,5.9,,0.259,,3,3,0.919,0.919,27,34,27,34,2,1,7.0,4,,,1.3,0.76,-0.76,32.2,10.930387048340332,13.455835278723397,17.95814361527738,33.88494889870835,21.539657589541573
SL,2023-10-01,85.8,-2.63,5.4,"Seabold, Connor",670242,657756,,foul,,,,,6.0,Foul,R,L,R,COL,MIN,S,,,1,1,2023,0.04,0.25,0.4222038288753751,2.5969956855724035,650489.0,,666135.0,2,4,Top,,,,,,,7.094734828396488,-125.03955790848045,-1.0635766972472858,-0.5887971803129604,18.20009346238219,-29.48604543125575,3.76,1.89,25.0,79.7,-5.0,86.3,2203.0,5.9,716359,642851,660707,663898,641857,678662,666134,686668,453568,54.59,,,,,,,,27,3,Slider,0,2,2,0,2,0,2,0,Infield shade,Standard,188.0,0.01,-0.074,82.3,8.2,,0.074,88.0,-2,2,0.273,0.727,27,25,27,26,2,1,3.0,1,,2.0,2.77,-0.04,0.04,25.8,23.248496038985422,-13.612793955012158,29.488111798565537,35.67756600425135,47.28919277526997
SI,2023-10-01,90.8,-1.43,5.67,"Houser, Adrian",665804,605288,field_out,hit_into_play,,,,,11.0,Miguel Amaya pops out to shortstop Willy Adames.,R,R,R,MIL,CHC,X,6.0,popup,3,2,2023,-1.22,0.23,-0.7318780257400535,3.539105637822588,,,,0,5,Top,104.43,120.68,,,,,4.400505672022067,-132.28883834409422,0.0499743682698697,-15.322812864803636,26.182475221945246,-29.64744604665532,3.23,1.52,206.0,63.2,41.0,92.0,2083.0,6.8,716364,661388,592192,668930,518626,642715,621438,669003,663368,53.74,0.384,0.346,0.0,1.0,0.0,0.0,3.0,37,6,Sinker,3,0,0,3,0,3,0,3,Standard,Standard,227.0,0.029,-0.353,80.3,6.7,0.39,0.353,88.0,3,-3,0.83,0.17,30,24,30,24,2,1,5.0,1,,,2.51,1.22,1.22,41.8,9.64682690900568,-2.746363676164703,17.39677713797652,28.713056237859355,28.294116164718776
FF,2023-10-01,94.4,-1.5,6.23,"Giolito, Lucas",668731,608337,,called_strike,,,,,9.0,Called Strike,R,L,R,DET,CLE,S,,,0,0,2023,-0.5,1.33,0.725178729118903,1.9660126020063504,,,628451.0,2,3,Bot,,,,,,,6.94144948058902,-137.1605371441692,-8.444592909507618,-7.787162621022989,28.051075007748604,-13.644140440485977,3.49183257382749,1.72467034044528,,,,95.3,2193.0,6.7,716361,666310,647304,677588,671289,677587,680757,657656,660757,53.79,,,,,,,,28,1,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,203.0,-0.002,-0.045,,,,0.045,,3,3,0.826,0.826,28,24,29,25,2,1,5.0,1,,,1.21,0.5,-0.5,53.4,,,,,
SV,2023-10-01,81.5,2.42,4.76,"Harrison, Kyle",502110,690986,,foul,,,,,7.0,Foul,R,R,L,SF,LAD,S,,,0,2,2023,-0.92,-0.29,-0.4471256457110465,2.13314176761419,,,,0,4,Top,,,,,,,-4.687956725232405,-118.62667559202065,1.297907264083488,-7.762119032033909,23.68851251547106,-35.42312195610487,3.62,1.73,4.0,75.6,-29.0,81.6,2071.0,6.4,716363,666165,664774,642731,669477,543063,624424,666149,573262,54.06,,,,,,,,23,3,Slurve,0,0,0,0,0,0,0,0,Standard,Standard,314.0,0.0,0.0,69.4,9.5,,0.0,88.0,0,0,0.511,0.489,21,35,22,36,2,1,10.0,1,,6.0,3.74,-0.92,0.92,25.4,34.41887281296158,-21.33639614561302,38.46314748810958,36.792046482914515,44.264249571521646
CH,2023-10-01,83.9,-1.58,5.91,"Ober, Bailey",592178,641927,field_out,hit_into_play,,,,,6.0,Kris Bryant flies out to right fielder Matt Wallner.,R,R,R,COL,MIN,X,9.0,fly_ball,1,0,2023,-1.21,0.37,0.332403744124909,2.2507384948691156,,,,2,4,Bot,188.45,77.46,,,,,6.9429537133482615,-122.2004985475158,-2.9251446779580728,-13.461356415731728,20.183359860588627,-28.1404103780456,3.32,1.7,337.0,95.5,43.0,85.8,2127.0,7.1,716359,680777,666135,666397,456781,571657,656669,650489,670242,53.43,0.047,0.09,0.0,1.0,0.0,0.0,3.0,31,2,Changeup,1,2,1,2,2,1,1,2,Standard,Strategic,255.0,-0.016,-0.317,69.8,8.4,0.162,0.317,95.5,-1,-1,0.378,0.378,27,31,28,31,2,1,5.0,1,6.0,,2.82,1.21,1.21,28.6,19.35581464358265,-3.0899790835928065,42.88117407008144,41.94773950291383,31.736080314402457
CH,2023-10-01,88.2,-3.2,5.78,"Ureña, José",595777,570632,,ball,,,,,13.0,Ball,R,L,R,CWS,SD,B,,,0,1,2023,-1.59,0.52,-1.986265876676644,2.0415395891325843,,640492.0,,2,4,Top,,,,,,,6.2694171264538285,-128.2855594614067,-4.091371488413393,-18.861396437963375,26.894452912939936,-25.732115354975413,3.22118838424067,1.47683012977256,,,,88.4,1754.0,6.5,716356,656024,683734,621545,672820,462101,571980,572204,657757,54.02,,,,,,,,27,2,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,238.0,-0.004,0.02,,,,-0.02,,0,0,0.525,0.475,31,30,32,30,2,1,5.0,1,,,2.41,1.59,-1.59,33.9,,,,,
FF,2023-10-01,90.7,3.76,5.1,"Lopez, Jacob",686490,682052,,ball,,,,,13.0,Ball,R,R,L,TOR,TB,B,,,0,0,2023,1.16,0.87,-1.2039168038544683,2.0579641316515644,,,623168.0,2,4,Bot,,,,,,,-14.95759758003762,-131.29284105459453,-3.5342034998521332,16.412448517183613,26.128638156304376,-21.471452723716833,3.51895634674559,1.70040184426972,,,,91.4,2010.0,6.8,716357,650907,666018,678554,670623,691406,606132,622534,666139,53.66,,,,,,,,44,1,4-Seam Fastball,3,9,3,9,9,3,3,9,Standard,Standard,113.0,0.001,0.03,,,,-0.03,,-6,-6,0.046,0.046,25,25,25,25,2,1,39.0,2,,,1.92,1.16,-1.16,19.6,,,,,
CH,2023-10-01,81.1,2.16,5.91,"Dodd, Dylan",657041,689266,,ball,,,,,13.0,Ball,R,R,L,ATL,WSH,B,,,0,1,2023,0.87,0.28,-1.4805216563923242,-0.7614272152170192,,,,1,4,Top,,,,,,,-9.834494861785608,-117.57589779996748,-8.855470531385077,9.8339659853433,21.179564238083984,-28.00908625407508,3.15915180750963,1.51660563328749,,,,81.5,1987.0,6.7,716354,518595,670032,645277,663586,606115,592696,671739,607680,53.82,,,,,,,,36,2,Changeup,5,5,5,5,5,5,5,5,Standard,Strategic,115.0,-0.002,0.03,,,,-0.03,,0,0,0.53,0.47,25,27,25,28,3,2,22.0,1,,,3.19,0.87,-0.87,43.5,,,,,
FF,2023-10-01,93.5,-2.81,5.49,"Houck, Tanner",624428,656557,,foul,,,,,12.0,Foul,R,L,R,BAL,BOS,S,,,1,1,2023,-0.81,0.88,0.0598582085155823,3.266863627297199,,,,1,5,Bot,,,,,,,9.255198756395735,-135.77933818489666,-1.8570941582079672,-12.176697712546098,32.60674093722235,-21.16825924087949,3.13,1.4,131.0,62.0,66.0,93.8,2220.0,6.8,716367,657136,666915,665839,622569,596115,807799,677800,657077,53.73,,,,,,,,37,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,253.0,-0.006,-0.068,66.7,6.2,,0.068,88.0,-2,-2,0.256,0.256,27,31,27,32,2,1,5.0,1,,6.0,1.76,0.81,-0.81,22.3,3.9074440686504137,9.62467183176288,30.324961165842016,28.604339812282472,17.929600243625785
CH,2023-10-01,87.5,-2.83,5.81,"Fulmer, Carson",671732,608334,,called_strike,,,,,8.0,Called Strike,R,L,R,LAA,ATH,S,,,1,0,2023,-0.87,0.22,-0.2113586677105399,1.518368324312171,,667670.0,,2,4,Top,,,,,,,8.05842700202791,-127.28760330722189,-4.730044402566111,-10.943529016045169,21.909654248983387,-29.111798813341185,3.52726384634579,1.61685483392567,,,,87.7,1370.0,6.1,716365,681351,592273,664058,683021,687263,545341,621433,666176,54.43,,,,,,,,26,2,Changeup,2,0,0,2,0,2,0,2,Standard,Standard,230.0,0.003,-0.046,,,,0.046,,2,-2,0.749,0.251,29,22,30,23,2,1,6.0,1,,,2.72,0.87,-0.87,41.1,,,,,
FF,2023-10-01,94.3,-2.58,5.88,"King, Michael",668472,650633,,called_strike,,,,,8.0,Called Strike,R,L,R,KC,NYY,S,,,0,1,2023,-0.55,1.2,0.031935753168942,2.083950253940345,,,,2,4,Bot,,,,,,,7.974952546850676,-137.17724495325757,-6.929114860564349,-8.434776050282618,24.3221751161956,-15.635549640744426,3.32102602887248,1.57025017903181,,,,94.7,2436.0,6.1,716352,669224,518934,672724,643396,683011,677592,664314,665828,54.41,,,,,,,,32,2,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,213.0,-0.001,-0.061,,,,0.061,,4,4,0.899,0.899,28,24,28,25,2,1,5.0,1,,,1.32,0.55,-0.55,37.3,,,,,
SL,2023-10-01,78.9,-1.46,6.29,"Greinke, Zack",677592,425844,,called_strike,,,,,4.0,Called Strike,R,R,R,KC,NYY,S,,,2,1,2023,1.4,-0.04,-0.7349762263544413,2.641334044185713,,,,1,5,Top,,,,,,,-1.0047533973018687,-114.99764867667028,-1.0951935790102436,12.618770170110658,20.52976161941055,-32.55534722701742,3.20104342821886,1.49929290568975,,,,78.3,2411.0,5.7,716352,521692,668472,686681,672580,677951,658668,680118,669004,54.8,,,,,,,,36,4,Slider,4,0,0,4,0,4,0,4,Standard,Standard,72.0,0.004,-0.076,,,,0.076,,4,-4,0.912,0.0879999999999999,39,22,40,22,2,1,5.0,1,,,3.68,-1.4,-1.4,45.0,,,,,
FF,2023-10-01,94.1,-2.26,5.42,"Buttó, José",624641,676130,,swinging_strike,,,,,9.0,Swinging Strike,R,R,R,NYM,PHI,S,,,1,1,2023,-0.74,1.31,0.3480814563751307,1.99467582253499,,,,1,4,Top,,,,,,,8.422300097582772,-136.68627262826226,-6.046901868835841,-11.185202173414927,32.99596705459354,-14.529808837240225,3.29,1.54,,,,94.0,2377.0,6.6,716355,682626,624413,677595,683146,596019,641796,542364,621466,53.94,,,,,,,,25,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,214.0,0.005,-0.068,77.8,8.1,,0.068,,0,0,0.528,0.472,25,27,25,27,2,1,7.0,1,,16.0,1.29,0.74,0.74,34.5,3.598036743210102,5.263060799640201,41.10116925557715,37.35188551813114,17.544649420819116
CH,2023-10-01,85.8,-2.51,5.59,"Nelson, Nick",596019,656793,,foul,,,,,5.0,Foul,R,L,R,NYM,PHI,S,,,1,0,2023,-1.47,0.93,-0.2738265062768972,2.230243367880703,,,,0,7,Bot,,,,,,,8.228118400661351,-124.6373323534174,-3.4754781719289944,-17.04835959351659,27.126944030557627,-22.010277743992283,3.32,1.49,3.0,66.9,-37.0,85.1,1924.0,6.1,716355,596117,595909,681082,664761,624641,642215,679032,669016,54.41,,,,,,,,50,2,Changeup,1,2,1,2,2,1,1,2,Infield shade,Standard,246.0,-0.01,-0.052,79.4,8.3,,0.052,88.0,-1,-1,0.372,0.372,27,29,28,30,3,2,,1,,,2.2,1.47,-1.47,44.8,22.615585207019222,-21.755033198892978,29.85616229879158,35.947771512757726,44.94092081950735
FF,2023-10-01,95.8,-1.71,5.94,"Kirby, George",694497,669923,,called_strike,,,,,1.0,Called Strike,R,L,R,SEA,TEX,S,,,3,1,2023,-0.68,1.37,-0.8001372375063175,3.5180486832063886,,,,0,6,Top,,,,,,,3.95389259286459,-139.58410867984833,-3.9319405369508935,-9.766647052113369,29.987412887342668,-13.597955385069938,3.67755407278241,1.75472321180895,,,,96.5,2104.0,6.5,716360,663728,664034,668942,553993,664238,686527,677594,672284,53.98,,,,,,,,39,5,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,220.0,0.015,-0.088,,,,0.088,,1,-1,0.636,0.364,25,20,25,21,2,1,5.0,1,,2.0,1.1,0.68,-0.68,35.8,,,,,
FF,2023-10-01,95.2,-1.64,5.6,"Parsons, Wes",606132,641149,single,hit_into_play,,,,,8.0,Raimel Tapia singles on a line drive to left fielder Cam Eden.,R,L,R,TOR,TB,X,7.0,line_drive,2,2,2023,-0.75,1.47,0.1874601816487506,1.9368362523665232,,,,2,2,Top,86.35,100.49,,,,,6.532073158104098,-138.2578664162524,-7.235207360158744,-11.128581229360572,33.72694120255331,-11.93224740158312,3.34,1.53,202.0,74.9,19.0,95.4,2379.0,6.7,716357,623168,624415,676914,669289,666182,686490,662139,593160,53.76,0.968,0.888,0.9,1.0,1.0,0.0,4.0,20,5,4-Seam Fastball,0,8,8,0,8,0,8,0,Standard,Standard,220.0,-0.001,0.385,,,1.039,-0.385,88.0,-8,8,0.034,0.966,30,29,31,29,2,1,,1,,,1.08,0.75,-0.75,33.3,,,,,
SI,2023-10-01,94.4,2.6,5.86,"Weathers, Ryan",680779,677960,,called_strike,,,,,9.0,Called Strike,R,R,L,PIT,MIA,S,,,0,0,2023,1.08,0.95,0.7353323705777497,1.9107205638896192,,,,1,4,Bot,,,,,,,-7.188448556312204,-137.27801854166637,-6.678412556890593,15.266459225782643,29.213179611455203,-18.832021870406574,3.25823430808119,1.59347941183415,,,,93.8,1942.0,5.9,716362,663743,493329,669364,542932,621563,650559,641658,660821,54.59,,,,,,,,28,1,Sinker,0,0,0,0,0,0,0,0,Standard,Strategic,137.0,-0.003,-0.041,,,,0.041,,0,0,0.533,0.533,23,23,24,24,2,1,41.0,1,,,1.6,1.08,-1.08,37.7,,,,,
SL,2023-10-01,84.4,1.64,5.68,"Rodriguez, Eduardo",666310,593958,field_out,hit_into_play,,,,,7.0,Bo Naylor grounds out to first baseman Spencer Torkelson.,R,L,L,DET,CLE,X,3.0,ground_ball,0,0,2023,-0.45,0.01,-0.3643447332044297,1.6697662766816053,,,,2,4,Top,127.72,187.14,,,,,-3.7662206102551106,-123.0343470365786,-3.060666124740276,-3.944277552840625,22.5644135879086,-31.69029893501181,3.42,1.55,40.0,72.5,2.0,84.8,2131.0,6.3,716361,668670,679529,628451,663837,595879,668731,678009,681481,54.21,0.133,0.122,0.0,1.0,0.0,0.0,2.0,32,1,Slider,3,1,1,3,1,3,1,3,Infield shade,Standard,238.0,0.012,-0.275,67.7,8.3,0.152,0.275,88.0,2,-2,0.774,0.2259999999999999,30,23,30,23,2,1,7.0,1,,,3.16,-0.45,-0.45,38.2,19.635070892315397,-16.140808707526674,32.97300048657289,41.75796828559892,38.577826774174135
FF,2023-10-01,93.6,-1.47,5.71,"Javier, Cristian",664874,664299,,foul,,,,,2.0,Foul,R,R,R,AZ,HOU,S,,,0,1,2023,-0.57,1.69,0.187578508297827,3.180347713660187,,,607054.0,1,5,Bot,,,,,,,5.505305834364027,-136.08330101322008,-4.426932932585646,-8.300669965279086,32.94038683513526,-10.4696592124182,3.23,1.48,,,,92.7,2227.0,6.0,716358,455117,547989,514888,608324,665161,488726,676801,663656,54.46,,,,,,,,42,2,4-Seam Fastball,0,6,0,6,6,0,0,6,Standard,Standard,202.0,-0.003,-0.053,73.4,7.2,,0.053,,-6,-6,0.044,0.044,26,29,26,30,2,1,5.0,5,9.0,,0.94,0.57,0.57,37.4,20.18822837255221,-2.406648338876042,36.03258917627913,38.98758614656107,28.218426935578844
CU,2023-10-01,76.1,-2.42,6.62,"Mikolas, Miles",605361,571945,,called_strike,,,,,2.0,Called Strike,R,L,R,STL,CIN,S,,,0,0,2023,0.99,-1.17,-0.146985613103098,3.276461906538114,,,,2,5,Top,,,,,,,2.9990907485849,-110.7140944312671,2.240860676666141,7.443540517623024,22.091221838823927,-42.41291227908834,3.3553170075364,1.55040006548566,,,,75.8,2465.0,6.3,716353,668800,663609,676761,665877,691026,680700,669242,691023,54.17,,,,,,,,39,1,Curveball,4,2,2,4,2,4,2,4,Infield shade,Standard,37.0,0.002,-0.045,,,,0.045,,2,-2,0.8,0.1999999999999999,34,33,35,33,3,2,5.0,1,,,5.15,-0.99,0.99,48.8,,,,,
SL,2023-10-01,88.1,-2.73,5.7,"Greene, Hunter",668800,668881,,foul,,,,,4.0,Foul,R,R,R,STL,CIN,S,,,0,1,2023,0.51,0.03,-0.6884520112171142,2.410910697762404,,663609.0,680700.0,1,3,Bot,,,,,,,3.897348367105926,-128.3397769292041,-1.9827750196088416,4.796144672446997,26.193336308962223,-31.621002251724,3.17,1.47,196.0,89.8,15.0,88.1,2397.0,6.2,716353,571912,663886,669222,682622,682829,605361,656413,666181,54.27,,,,,,,,27,2,Slider,3,2,3,2,2,3,3,2,Standard,Standard,125.0,-0.01,-0.05,69.8,7.4,,0.05,89.8,1,1,0.698,0.698,23,28,24,28,2,1,5.0,2,,,2.89,-0.51,-0.51,24.3,23.875679209062255,-14.17806630706175,20.600467396629885,27.22458404692912,48.1560713733364
FF,2023-10-01,93.3,-1.41,5.67,"Avila, Pedro",518735,658648,,ball,,,,,12.0,Ball,R,L,R,CWS,SD,B,,,1,2,2023,-0.36,1.13,1.046324254749056,2.847384055965401,,,,0,4,Bot,,,,,,,7.130708086619443,-135.85006619912406,-4.047597898801614,-5.866562976017624,26.57365624871932,-17.494825948620523,2.96900284472875,1.47407934988017,,,,93.9,2280.0,6.4,716356,664954,643265,673490,666703,593428,595777,663757,640492,54.11,,,,,,,,28,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,221.0,0.004,0.046,,,,-0.046,,0,0,0.552,0.552,26,34,26,35,2,1,8.0,1,,,1.47,0.36,-0.36,40.1,,,,,
SL,2023-10-01,82.6,1.63,4.46,"Sears, JP",500871,676664,,foul,,,,,4.0,Foul,R,R,L,LAA,ATH,S,,,2,1,2023,0.25,0.69,-0.6587373314982312,2.2048472455175863,681351.0,666176.0,,0,4,Bot,,,,,,,-5.7633586096837375,-120.25163310515818,-0.0385780265102904,3.4695364762325123,20.523658023606178,-25.610335913019984,3.08,1.48,,,,83.7,2503.0,6.7,716365,691016,676116,680869,672478,669397,668709,671732,665923,53.8,,,,,,,,30,4,Slider,3,0,3,0,0,3,3,0,Strategic,Standard,246.0,-0.004,-0.058,73.1,8.2,,0.058,,3,3,0.923,0.923,27,34,27,34,2,1,7.0,4,,,2.62,0.25,-0.25,18.7,26.564285157197492,-44.8566207318092,28.837499178557128,27.54536034888213,55.7223347477437
SL,2023-10-01,88.2,-2.53,5.68,"Greene, Hunter",668800,668881,,swinging_strike,,,,,6.0,Swinging Strike,R,R,R,STL,CIN,S,,,0,0,2023,0.61,-0.01,0.3710214299353552,2.3434251618302984,,663609.0,680700.0,1,3,Bot,,,,,,,5.840745328494416,-128.32903728222058,-2.005991515340954,5.49129548158808,26.43132778304423,-32.07887896527767,3.17,1.47,,,,89.0,2437.0,6.8,716353,571912,663886,669222,682622,682829,605361,656413,666181,53.7,,,,,,,,27,1,Slider,3,2,3,2,2,3,3,2,Standard,Standard,113.0,-0.006,-0.04,73.8,7.9,,0.04,,1,1,0.704,0.704,23,28,24,28,2,1,5.0,2,,,2.94,-0.61,-0.61,25.3,16.135574533313545,-22.875569517314236,20.17007235924127,39.6034064208164,53.27273996697988
CH,2023-10-01,83.4,-2.72,5.49,"King, Michael",668472,650633,,called_strike,,,,,1.0,Called Strike,R,L,R,KC,NYY,S,,,0,0,2023,-1.3,0.36,-0.7876589651213426,3.265803921189103,,,,2,4,Bot,,,,,,,7.0389844440963065,-121.41131090323468,0.5479363791695159,-14.208196840768515,20.922547695225003,-28.87107000440968,3.26273333933229,1.59929513458805,,,,84.4,1913.0,6.6,716352,669224,518934,672724,643396,683011,677592,664314,665828,53.88,,,,,,,,32,1,Changeup,4,0,4,0,0,4,4,0,Standard,Standard,264.0,-0.001,-0.045,,,,0.045,,4,4,0.9,0.9,28,24,28,25,2,1,5.0,1,,,2.88,1.3,-1.3,27.6,,,,,
SI,2023-10-01,93.6,-2.92,5.73,"Fulmer, Carson",671732,608334,,ball,,,,,11.0,Ball,R,L,R,LAA,ATH,B,,,0,0,2023,-1.19,0.79,-0.9580269867145836,3.370261597202826,,667670.0,,2,4,Top,,,,,,,7.650141408039953,-136.12772389361655,-2.094659197084329,-16.5335401038749,29.940953597811937,-22.032358547674523,3.67929700565946,1.80720290304676,,,,93.2,2289.0,6.1,716365,681351,592273,664058,683021,687263,545341,621433,666176,54.44,,,,,,,,26,1,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,204.0,-0.001,0.02,,,,-0.02,,2,-2,0.75,0.25,29,22,30,23,2,1,6.0,1,,,1.81,1.19,-1.19,40.9,,,,,
CU,2023-10-01,71.2,-1.26,6.04,"Greinke, Zack",677592,425844,,ball,,,,,14.0,Ball,R,R,R,KC,NYY,B,,,1,1,2023,0.89,-0.83,1.3577777678876486,1.2177675577514284,,,,1,5,Top,,,,,,,3.602659142724242,-103.75472313061196,-0.6184124360518858,5.920087009177658,16.080384653054622,-38.313341271563154,3.20104342821886,1.55737522553806,,,,70.7,2335.0,5.7,716352,521692,668472,686681,672580,677951,658668,680118,669004,54.84,,,,,,,,36,3,Curveball,4,0,0,4,0,4,0,4,Standard,Standard,39.0,-0.003,0.054,,,,-0.054,,4,-4,0.915,0.0849999999999999,39,22,40,22,2,1,5.0,1,,,5.29,-0.89,-0.89,51.5,,,,,
